rollout/env_steps,time/total_timesteps,rollout/agent_steps_total,rollout/active_agents,rollout/episode_group_reward,rollout/episode_agent_steps,rollout/episode_length,rollout/episode_alive_agents_end,train/ent_coef,train/critic_loss,train/current_q_values,train/entrQ_1,train/next_q_values,train/entrQ_2,train/actor_loss,train/n_updates,train/run_costs,train/sto_costs,train/entropy,train/terminal_costs
198300,198300,1162568,7,,,,,0.016438227146863937,4.800251007080078,77.33279418945312,2.413886070251465,0.009900989942252636,2.414881944656372,-79.06867218017578,386602,7.8335280418396,0.0,0.0,-4.670016765594482
198400,198400,1163111,2,,,,,0.016237353906035423,4.872446060180664,74.0162353515625,2.4519219398498535,0.009900989942252636,2.454498529434204,-74.60749816894531,386802,8.309126853942871,0.0,0.0,-4.549154758453369
,,,,2152.387033569435,1988,303,1,0.016301915049552917,4.881656646728516,74.46295166015625,2.4581356048583984,0.009900989942252636,2.4576292037963867,-74.86853790283203,386850,7.691336631774902,0.0,0.0,-4.691473960876465
198500,198500,1163746,8,,,,,0.016414299607276917,4.805197715759277,75.75146484375,2.4201178550720215,0.009900989942252636,2.4202792644500732,0,387002,7.741549491882324,0.0,0.0,-4.5536298751831055
198600,198600,1164457,4,,,,,0.016155188903212547,4.905067443847656,75.78913879394531,2.4629440307617188,0.009900989942252636,2.4623255729675293,-72.5559310913086,387202,7.802737712860107,0.0,0.0,-4.714471817016602
198700,198700,1164687,1,,,,,0.01685183309018612,4.833050727844238,77.99447631835938,2.4316020011901855,0.009900989942252636,2.4334802627563477,-78.53813934326172,387402,7.613030433654785,0.0,0.0,-4.538673400878906
,,,,1599.048603272694,1615,342,1,0.01767176389694214,4.954974174499512,72.70053100585938,2.493194103240967,0.009900989942252636,2.4966793060302734,-72.96717834472656,387534,7.885505199432373,0.0,0.0,-4.618293285369873
198800,198800,1165025,8,,,,,0.0178688932210207,4.80932092666626,70.46604919433594,2.4202113151550293,0.009900989942252636,2.419391632080078,0,387602,8.30046558380127,0.0,0.0,-4.749295234680176
198900,198900,1165825,8,,,,,0.0174268651753664,4.988224029541016,77.60270690917969,2.513810157775879,0.009900989942252636,2.5150809288024902,-72.7313461303711,387802,8.172076225280762,0.0,0.0,-4.627100944519043
199000,199000,1166582,7,,,,,0.017167383804917336,4.63645076751709,71.14436340332031,2.331563949584961,0.009900989942252636,2.330606460571289,-71.63622283935547,388002,7.87351131439209,0.0,0.0,-4.5180511474609375
199100,199100,1166993,2,,,,,0.017449524253606796,4.800962448120117,74.78092956542969,2.414792060852051,0.009900989942252636,2.413034200668335,0,388202,7.4782233238220215,0.0,0.0,-4.687928676605225
,,,,2428.6403147135143,2257,351,1,0.017283715307712555,4.657291412353516,70.86807250976562,2.34799861907959,0.009900989942252636,2.346099615097046,-71.31245422363281,388236,7.0797834396362305,0.0,0.0,-4.597742080688477
199200,199200,1167674,8,,,,,0.01696125417947769,4.791050910949707,75.0002670288086,2.408007860183716,0.009900989942252636,2.411369562149048,-75.3517837524414,388402,8.041831970214844,0.0,0.0,-4.674279689788818
199300,199300,1168400,4,,,,,0.017143815755844116,4.945505142211914,77.16262817382812,2.479346513748169,0.009900989942252636,2.481283664703369,-77.72604370117188,388602,8.279119491577148,0.0,0.0,-4.673121452331543
,,,,1756.3772847458124,1599,257,1,0.017236974090337753,4.781208038330078,74.22908782958984,2.4032797813415527,0.009900989942252636,2.403663158416748,-75.03667449951172,388750,7.6298828125,0.0,0.0,-4.773998260498047
199400,199400,1168817,8,,,,,0.017145099118351936,4.652534008026123,70.57661437988281,2.3427743911743164,0.009900989942252636,2.338207483291626,0,388802,7.704294204711914,0.0,0.0,-4.586216926574707
199500,199500,1169617,8,,,,,0.0167123693972826,4.776517868041992,72.52980041503906,2.403207302093506,0.009900989942252636,2.401948928833008,-79.03559112548828,389002,7.545234680175781,0.0,0.0,-4.7137298583984375
199600,199600,1170316,6,,,,,0.016116194427013397,4.714791297912598,70.04730224609375,2.3757636547088623,0.009900989942252636,2.3795418739318848,-70.20924377441406,389202,7.861075401306152,0.0,0.0,-4.719693660736084
,,,,2264.2415621473356,1939,288,1,0.016177713871002197,4.771695137023926,73.13169860839844,2.4033665657043457,0.009900989942252636,2.398902654647827,-70.4588851928711,389326,7.9484028816223145,0.0,0.0,-4.628159523010254
199700,199700,1170852,8,,,,,0.016153385862708092,4.842221736907959,71.42257690429688,2.43825626373291,0.009900989942252636,2.4406392574310303,0,389402,7.99703311920166,0.0,0.0,-4.703605651855469
199800,199800,1171652,8,,,,,0.0158518236130476,4.81046724319458,73.90699768066406,2.4228339195251465,0.009900989942252636,2.419586658477783,-73.71043395996094,389602,7.9813551902771,0.0,0.0,-4.574199676513672
199900,199900,1172129,2,,,,,0.015884405001997948,4.794539928436279,77.54513549804688,2.4132118225097656,0.009900989942252636,2.4121899604797363,-78.22721862792969,389802,8.348814964294434,0.0,0.0,-4.721008777618408
,,,,1839.798939795115,1757,329,1,0.015900790691375732,4.863792419433594,74.56108093261719,2.444037914276123,0.009900989942252636,2.447963237762451,0,389984,7.822524070739746,0.0,0.0,-4.646766662597656
200000,200000,1172377,8,,,,,0.015917031094431877,4.926487922668457,74.06033325195312,2.4761133193969727,0.009900989942252636,2.4755539894104004,0,390002,7.909709930419922,0.0,0.0,-4.74505090713501
200100,200100,1173177,8,,,,,0.015790965408086777,4.7669854164123535,76.95606994628906,2.4019935131073,0.009900989942252636,2.400723457336426,-79.08365631103516,390202,7.684250354766846,0.0,0.0,-4.742300033569336
200200,200200,1173972,7,,,,,0.015743711963295937,4.798670291900635,70.21114349365234,2.4144034385681152,0.009900989942252636,2.417426586151123,-70.41612243652344,390402,7.948270320892334,0.0,0.0,-4.5896759033203125
200300,200300,1174205,1,,,,,0.015559408813714981,4.742426872253418,76.15879821777344,2.3853023052215576,0.009900989942252636,2.3852100372314453,0,390602,7.768030166625977,0.0,0.0,-4.675321578979492
,,,,1880.856725019619,1920,329,1,0.01567816734313965,4.78557014465332,74.87686157226562,2.404733180999756,0.009900989942252636,2.402723789215088,-75.47041320800781,390642,7.917423725128174,0.0,0.0,-4.567812919616699
200400,200400,1174865,8,,,,,0.016094045713543892,4.5771026611328125,68.59712219238281,2.3053388595581055,0.009900989942252636,2.306762456893921,-68.29940795898438,390802,7.043132305145264,0.0,0.0,-4.5791239738464355
200500,200500,1175632,7,,,,,0.01610628515481949,4.800930023193359,78.53282165527344,2.4127283096313477,0.009900989942252636,2.4115912914276123,-78.8044204711914,391002,8.728860855102539,0.0,0.0,-4.722042083740234
,,,,1678.8066771797935,1761,273,1,0.016900986433029175,4.859762668609619,73.30030822753906,2.437708854675293,0.009900989942252636,2.4403152465820312,-74.36793518066406,391188,8.110827445983887,0.0,0.0,-4.693717002868652
200600,200600,1176042,8,,,,,0.016954204067587852,4.814615249633789,71.70700073242188,2.4236016273498535,0.009900989942252636,2.424138069152832,0,391202,7.833809852600098,0.0,0.0,-4.636906147003174
200700,200700,1176842,8,,,,,0.01711442694067955,4.903590679168701,74.3010482788086,2.4600586891174316,0.009900989942252636,2.459531545639038,-72.33529663085938,391402,7.778613090515137,0.0,0.0,-4.642343997955322
200800,200800,1177538,2,,,,,0.01737223193049431,4.754756927490234,74.19448852539062,2.393674850463867,0.009900989942252636,2.390868902206421,-74.72478485107422,391602,7.444327354431152,0.0,0.0,-4.685276031494141
,,,,1693.9820165976828,1688,275,1,0.016730453819036484,4.664271354675293,68.40066528320312,2.3414530754089355,0.009900989942252636,2.3391408920288086,-72.51168823242188,391738,7.494054794311523,0.0,0.0,-4.745148658752441
200900,200900,1177930,8,,,,,0.016324348747730255,4.79251766204834,73.33781433105469,2.4152777194976807,0.009900989942252636,2.4150679111480713,0,391802,7.586091041564941,0.0,0.0,-4.677968978881836
201000,201000,1178730,8,,,,,0.015621387399733067,4.780057907104492,75.8009033203125,2.403388738632202,0.009900989942252636,2.406320095062256,-76.8318862915039,392002,7.819643020629883,0.0,0.0,-4.734792232513428
201100,201100,1179326,4,,,,,0.015531455166637897,4.722134590148926,75.82533264160156,2.3790948390960693,0.009900989942252636,2.3761422634124756,-76.35552978515625,392202,8.861492156982422,0.0,0.0,-4.690861701965332
,,,,1833.369841089867,1735,289,1,0.01563061960041523,4.811369895935059,79.16572570800781,2.4224884510040283,0.009900989942252636,2.42490816116333,-80.02119445800781,392316,7.664917945861816,0.0,0.0,-4.611115455627441
201200,201200,1179753,8,,,,,0.015478829853236675,4.829131126403809,75.56471252441406,2.427525520324707,0.009900989942252636,2.4285600185394287,0,392402,7.823451995849609,0.0,0.0,-4.677908897399902
201300,201300,1180553,8,,,,,0.015678804367780685,4.761434078216553,76.41352844238281,2.3939990997314453,0.009900989942252636,2.3953425884246826,-76.7356185913086,392602,7.919883728027344,0.0,0.0,-4.623486518859863
201400,201400,1181152,4,,,,,0.01562380138784647,4.72898006439209,74.37733459472656,2.3813648223876953,0.009900989942252636,2.3803224563598633,-74.78147888183594,392802,8.479355812072754,0.0,0.0,-4.750941276550293
,,,,2118.258157229911,1826,280,1,0.015690507367253304,4.658448219299316,73.19042205810547,2.3440582752227783,0.009900989942252636,2.3440661430358887,0,392876,8.295650482177734,0.0,0.0,-4.645638942718506
201500,201500,1181739,8,,,,,0.015797682106494904,4.816514015197754,74.76133728027344,2.421091079711914,0.009900989942252636,2.424286365509033,0,393002,8.348831176757812,0.0,0.0,-4.757091522216797
201600,201600,1182539,8,,,,,0.01613881066441536,4.814327239990234,75.15862274169922,2.430905818939209,0.009900989942252636,2.4231677055358887,-73.22881317138672,393202,8.217386245727539,0.0,0.0,-4.623270034790039
201700,201700,1183163,3,,,,,0.016599757596850395,4.699450969696045,72.88224029541016,2.365579128265381,0.009900989942252636,2.3642475605010986,-73.35234069824219,393402,7.44525146484375,0.0,0.0,-4.64050817489624
,,,,2256.2273699081993,2023,309,1,0.016407247632741928,4.795572757720947,76.12998962402344,2.4154345989227295,0.009900989942252636,2.413790225982666,0,393494,8.00509262084961,0.0,0.0,-4.803094863891602
201800,201800,1183690,8,,,,,0.0161419827491045,4.79440975189209,79.22543334960938,2.411396026611328,0.009900989942252636,2.413013219833374,0,393602,7.987009525299072,0.0,0.0,-4.681417465209961
201900,201900,1184400,7,,,,,0.01590498350560665,4.759126663208008,74.00021362304688,2.3867712020874023,0.009900989942252636,2.384059429168701,-76.96711730957031,393802,8.089158058166504,0.0,0.0,-4.5970563888549805
202000,202000,1184921,2,,,,,0.016237422823905945,4.619475364685059,73.8836669921875,2.3263378143310547,0.009900989942252636,2.3251917362213135,-74.57612609863281,394002,7.274213790893555,0.0,0.0,-4.697047233581543
,,,,1592.3394753626656,1751,299,1,0.015785401687026024,4.712965965270996,75.42903137207031,2.3732051849365234,0.009900989942252636,2.3736767768859863,-75.894287109375,394092,7.612548828125,0.0,0.0,-4.80027437210083
202100,202100,1185449,8,,,,,0.015292588621377945,4.705236434936523,71.70510864257812,2.370281457901001,0.009900989942252636,2.368795394897461,0,394202,8.138860702514648,0.0,0.0,-4.743439674377441
202200,202200,1186249,8,,,,,0.015436293557286263,4.643048286437988,71.82959747314453,2.3363747596740723,0.009900989942252636,2.3346290588378906,-75.41317749023438,394402,7.730359077453613,0.0,0.0,-4.660882472991943
202300,202300,1186944,3,,,,,0.015712356194853783,4.773567199707031,75.49649047851562,2.3992857933044434,0.009900989942252636,2.3990612030029297,-75.86152648925781,394602,8.520495414733887,0.0,0.0,-4.651890754699707
,,,,1934.7781773409697,2059,324,1,0.01591832935810089,4.783960342407227,76.06697082519531,2.3953404426574707,0.009900989942252636,2.398106575012207,-76.20199584960938,394740,7.990155220031738,0.0,0.0,-4.783748626708984
202400,202400,1187316,8,,,,,0.016048656776547432,4.830964088439941,75.84172058105469,2.431800127029419,0.009900989942252636,2.4325218200683594,0,394802,7.984601020812988,0.0,0.0,-4.659758567810059
202500,202500,1187921,2,,,,,0.01597701385617256,4.761950492858887,73.00213623046875,2.3945250511169434,0.009900989942252636,2.396987199783325,-71.49535369873047,395002,7.88956880569458,0.0,0.0,-4.647255897521973
202600,202600,1188121,2,,,,,0.015217111445963383,4.716094970703125,72.96115112304688,2.3692386150360107,0.009900989942252636,2.3651535511016846,-73.43280792236328,395202,7.327269554138184,0.0,0.0,-4.682878494262695
,,,,1013.4842594953591,1162,300,1,0.015352301299571991,4.75439453125,75.72671508789062,2.393202781677246,0.009900989942252636,2.391390562057495,-76.16886901855469,395340,8.073697090148926,0.0,0.0,-4.666468143463135
202700,202700,1188478,8,,,,,0.015674453228712082,4.902014255523682,78.40025329589844,2.465334415435791,0.009900989942252636,2.4646716117858887,0,395402,7.85076379776001,0.0,0.0,-4.673663139343262
202800,202800,1189278,8,,,,,0.015905627980828285,4.789038181304932,73.72596740722656,2.4107179641723633,0.009900989942252636,2.409627676010132,-73.06517791748047,395602,7.965021133422852,0.0,0.0,-4.618760108947754
202900,202900,1189866,3,,,,,0.015729282051324844,4.696874618530273,71.9351806640625,2.369173765182495,0.009900989942252636,2.3681726455688477,-72.26783752441406,395802,7.467604637145996,0.0,0.0,-4.744946002960205
,,,,1857.8275130235677,1723,268,1,0.015475590713322163,4.802023410797119,74.5439453125,2.415153741836548,0.009900989942252636,2.4176175594329834,0,395876,7.595611572265625,0.0,0.0,-4.6546478271484375
203000,203000,1190457,8,,,,,0.015284649096429348,4.665360927581787,72.15745544433594,2.3448286056518555,0.009900989942252636,2.3455309867858887,0,396002,8.018110275268555,0.0,0.0,-4.631625175476074
203100,203100,1191257,8,,,,,0.015107045881450176,4.748325347900391,74.25865936279297,2.390279769897461,0.009900989942252636,2.3886237144470215,-79.174072265625,396202,7.4711456298828125,0.0,0.0,-4.666311264038086
203200,203200,1191869,4,,,,,0.01494639366865158,4.737558364868164,71.44569396972656,2.3840558528900146,0.009900989942252636,2.3855559825897217,-72.14656066894531,396402,7.494708061218262,0.0,0.0,-4.6586408615112305
,,,,2355.1475749615,2038,328,1,0.014691879972815514,4.754176616668701,77.48291778564453,2.393904685974121,0.009900989942252636,2.391568660736084,-76.3948974609375,396532,7.214450836181641,0.0,0.0,-4.589459419250488
203300,203300,1192271,8,,,,,0.014424175024032593,4.721586227416992,73.72547912597656,2.377606153488159,0.009900989942252636,2.3772788047790527,0,396602,7.611368179321289,0.0,0.0,-4.697691440582275
203400,203400,1193071,8,,,,,0.014488739892840385,4.714538097381592,71.96824645996094,2.3700385093688965,0.009900989942252636,2.3720850944519043,-75.66771697998047,396802,7.832569122314453,0.0,0.0,-4.6598615646362305
203500,203500,1193590,1,,,,,0.014939817599952221,4.857389450073242,71.8634033203125,2.4483213424682617,0.009900989942252636,2.446851968765259,-72.33567810058594,397002,8.2620210647583,0.0,0.0,-4.6693925857543945
,,,,1840.5853577642167,1695,331,1,0.015361799858510494,4.731529235839844,77.61965942382812,2.3810625076293945,0.009900989942252636,2.3805575370788574,-78.0543212890625,397194,8.410215377807617,0.0,0.0,-4.66809606552124
203600,203600,1193718,8,,,,,0.01538258045911789,4.730587005615234,74.73019409179688,2.383037567138672,0.009900989942252636,2.3853111267089844,0,397202,9.032539367675781,0.0,0.0,-4.7472991943359375
203700,203700,1194384,6,,,,,0.015784498304128647,4.658837795257568,74.34182739257812,2.343960762023926,0.009900989942252636,2.3460888862609863,-76.21824645996094,397402,7.399104595184326,0.0,0.0,-4.544100284576416
203800,203800,1194972,5,,,,,0.015276298858225346,4.787978649139404,74.16888427734375,2.4014992713928223,0.009900989942252636,2.399794101715088,-74.27041625976562,397602,7.888942718505859,0.0,0.0,-4.698932647705078
,,,,1454.0536701899678,1510,291,1,0.014907396398484707,4.827090263366699,79.71701049804688,2.4305100440979004,0.009900989942252636,2.4286231994628906,-79.88020324707031,397776,8.227771759033203,0.0,0.0,-4.508172988891602
203900,203900,1195300,8,,,,,0.014909856021404266,4.810276985168457,76.42147064208984,2.4217891693115234,0.009900989942252636,2.4207053184509277,0,397802,7.624250888824463,0.0,0.0,-4.672971248626709
204000,204000,1196100,8,,,,,0.014449970796704292,4.723787307739258,73.4891357421875,2.38124418258667,0.009900989942252636,2.374701499938965,-73.38108825683594,398002,7.882195949554443,0.0,0.0,-4.750229358673096
204100,204100,1196829,6,,,,,0.015083948150277138,4.840860843658447,73.68753814697266,2.434751272201538,0.009900989942252636,2.4386134147644043,-73.94477844238281,398202,8.090091705322266,0.0,0.0,-4.708521842956543
,,,,2118.419453194108,1852,276,1,0.015170200727880001,4.804874420166016,73.63184356689453,2.421079635620117,0.009900989942252636,2.420107126235962,-74.07725524902344,398328,8.456018447875977,0.0,0.0,-4.711824417114258
204200,204200,1197344,8,,,,,0.01522810198366642,4.811171531677246,73.11460876464844,2.421302318572998,0.009900989942252636,2.419543504714966,0,398402,7.740621089935303,0.0,0.0,-4.690216064453125
204300,204300,1198144,8,,,,,0.014933934435248375,4.687697410583496,74.42335510253906,2.3590829372406006,0.009900989942252636,2.357696533203125,-74.50509643554688,398602,8.084192276000977,0.0,0.0,-4.774833679199219
204400,204400,1198838,6,,,,,0.015224733389914036,4.739317893981934,71.82149505615234,2.384713649749756,0.009900989942252636,2.3848884105682373,-72.12557983398438,398802,7.5764594078063965,0.0,0.0,-4.6870622634887695
,,,,2281.3351995266235,1951,293,1,0.015204506926238537,4.622087001800537,73.73640441894531,2.3242130279541016,0.009900989942252636,2.3251543045043945,-74.33086395263672,398914,7.247429847717285,0.0,0.0,-4.713499546051025
204500,204500,1199351,8,,,,,0.0152212493121624,4.732668876647949,74.312744140625,2.3789587020874023,0.009900989942252636,2.3822507858276367,0,399002,7.993434906005859,0.0,0.0,-4.655453681945801
204600,204600,1200055,6,,,,,0.01491868868470192,4.796637058258057,76.29700469970703,2.4153339862823486,0.009900989942252636,2.4135475158691406,-75.76007080078125,399202,8.108824729919434,0.0,0.0,-4.672757148742676
204700,204700,1200504,3,,,,,0.014539530500769615,4.814543724060059,75.77713012695312,2.4202897548675537,0.009900989942252636,2.4218382835388184,-76.28052520751953,399402,7.566476345062256,0.0,0.0,-4.651125431060791
,,,,1723.522532991693,1619,303,1,0.01499263383448124,4.776369571685791,72.35551452636719,2.4072914123535156,0.009900989942252636,2.4050495624542236,-74.98283386230469,399520,7.897120952606201,0.0,0.0,-4.683218955993652
204800,204800,1200946,8,,,,,0.015058226883411407,4.866004943847656,80.4306640625,2.4461140632629395,0.009900989942252636,2.4461586475372314,0,399602,8.079898834228516,0.0,0.0,-4.73022985458374
204900,204900,1201615,6,,,,,0.014954992569983006,4.807189464569092,69.6136474609375,2.4159092903137207,0.009900989942252636,2.4186289310455322,-72.45014953613281,399802,7.876408576965332,0.0,0.0,-4.589323997497559
205000,205000,1202089,3,,,,,0.01522919163107872,4.873804569244385,75.16558837890625,2.4528794288635254,0.009900989942252636,2.4501893520355225,-76.0609359741211,400002,7.55110502243042,0.0,0.0,-4.60009765625
,,,,1665.778645931738,1603,327,1,0.015268201008439064,4.754207611083984,72.45669555664062,2.395143985748291,0.009900989942252636,2.3947582244873047,-74.29290771484375,400174,8.21757984161377,0.0,0.0,-4.695738792419434
205100,205100,1202333,8,,,,,0.015302639454603195,4.755069732666016,75.37393188476562,2.3922476768493652,0.009900989942252636,2.3913817405700684,0,400202,7.7924909591674805,0.0,0.0,-4.603131294250488
205200,205200,1202996,6,,,,,0.015658272430300713,4.795733451843262,78.83846282958984,2.4139645099639893,0.009900989942252636,2.4117822647094727,-80.64129638671875,400402,8.510136604309082,0.0,0.0,-4.6638288497924805
205300,205300,1203596,6,,,,,0.01586979441344738,4.714563369750977,72.47215270996094,2.373162269592285,0.009900989942252636,2.3737728595733643,-73.27034759521484,400602,7.897197246551514,0.0,0.0,-4.696681499481201
,,,,1627.083700698814,1623,280,1,0.01588011160492897,4.868166446685791,78.18126678466797,2.4469258785247803,0.009900989942252636,2.4463143348693848,-78.90690612792969,400734,8.063075065612793,0.0,0.0,-4.71455192565918
205400,205400,1204116,8,,,,,0.01599591039121151,4.813251495361328,75.42066192626953,2.4225900173187256,0.009900989942252636,2.423214912414551,0,400802,8.01765251159668,0.0,0.0,-4.5884294509887695
205500,205500,1204880,7,,,,,0.015979716554284096,4.664102554321289,76.47845458984375,2.342967987060547,0.009900989942252636,2.3481669425964355,-74.74122619628906,401002,8.225180625915527,0.0,0.0,-4.781172275543213
205600,205600,1205471,5,,,,,0.01611105538904667,4.898444175720215,74.87492370605469,2.4654951095581055,0.009900989942252636,2.4655189514160156,-75.00373077392578,401202,8.117624282836914,0.0,0.0,-4.757467269897461
,,,,2163.56921453177,1980,332,1,0.015678467229008675,4.918113708496094,79.10077667236328,2.474761486053467,0.009900989942252636,2.47188663482666,-75.53033447265625,401398,7.9547438621521,0.0,0.0,-4.760983467102051
205700,205700,1205840,8,,,,,0.015677323564887047,4.7251057624816895,73.65458679199219,2.377852201461792,0.009900989942252636,2.377619743347168,0,401402,7.970207214355469,0.0,0.0,-4.703101634979248
205800,205800,1206640,8,,,,,0.016498757526278496,4.841904640197754,75.23733520507812,2.431506633758545,0.009900989942252636,2.4344215393066406,-77.46637725830078,401602,7.84771728515625,0.0,0.0,-4.644903182983398
205900,205900,1207417,7,,,,,0.016430359333753586,4.77576208114624,73.11915588378906,2.404665470123291,0.009900989942252636,2.4059505462646484,-73.6915283203125,401802,7.8443779945373535,0.0,0.0,-4.673011779785156
,,,,1905.0111990100575,1839,300,1,0.01634686067700386,4.835151672363281,78.40414428710938,2.4335269927978516,0.009900989942252636,2.4342892169952393,-75.61953735351562,401998,7.490573883056641,0.0,0.0,-4.599575042724609
206000,206000,1207679,8,,,,,0.01634054072201252,4.796754837036133,74.53854370117188,2.4125847816467285,0.009900989942252636,2.409857749938965,0,402002,8.115797996520996,0.0,0.0,-4.632183074951172
206100,206100,1208479,8,,,,,0.016007445752620697,4.875835418701172,76.17914581298828,2.455357074737549,0.009900989942252636,2.4538941383361816,-75.56417846679688,402202,7.637861251831055,0.0,0.0,-4.628330230712891
206200,206200,1209115,3,,,,,0.01564336195588112,4.695164680480957,72.99610900878906,2.35915470123291,0.009900989942252636,2.363481044769287,-73.50685119628906,402402,8.016863822937012,0.0,0.0,-4.804234027862549
206300,206300,1209320,1,,,,,0.015393814072012901,4.765855312347412,74.28996276855469,2.3947019577026367,0.009900989942252636,2.3968045711517334,0,402602,7.880756855010986,0.0,0.0,-4.643500328063965
,,,,1789.2704624006362,1671,316,1,0.015365894883871078,4.812155246734619,75.19039154052734,2.4184696674346924,0.009900989942252636,2.4168620109558105,-75.66970825195312,402630,8.096927642822266,0.0,0.0,-4.5760955810546875
206400,206400,1210022,8,,,,,0.015191607177257538,4.860200881958008,78.17567443847656,2.445662498474121,0.009900989942252636,2.4423398971557617,-75.59028625488281,402802,7.653231620788574,0.0,0.0,-4.683399677276611
206500,206500,1210803,7,,,,,0.014763186685740948,4.8632330894470215,75.00495910644531,2.441791534423828,0.009900989942252636,2.441019296646118,-75.41612243652344,403002,8.551467895507812,0.0,0.0,-4.601747035980225
,,,,2220.4387870931846,1892,281,1,0.014884588308632374,4.746171951293945,74.99491882324219,2.384969472885132,0.009900989942252636,2.386563539505005,-75.33627319335938,403192,8.051812171936035,0.0,0.0,-4.692681312561035
206600,206600,1211266,8,,,,,0.014897411689162254,4.741350173950195,74.45133209228516,2.3886303901672363,0.009900989942252636,2.3893604278564453,0,403202,7.535702228546143,0.0,0.0,-4.638854026794434
206700,206700,1212066,8,,,,,0.015074736438691616,4.828708648681641,68.21112060546875,2.42710542678833,0.009900989942252636,2.4230072498321533,-68.87980651855469,403402,7.062032699584961,0.0,0.0,-4.694890022277832
206800,206800,1212623,4,,,,,0.014535607770085335,4.78342342376709,76.41423034667969,2.4072458744049072,0.009900989942252636,2.4102883338928223,-76.68080139160156,403602,7.60929012298584,0.0,0.0,-4.557941913604736
206900,206900,1212905,1,,,,,0.014857217669487,4.855884552001953,75.62275695800781,2.438077926635742,0.009900989942252636,2.438976526260376,0,403802,8.38120174407959,0.0,0.0,-4.827910900115967
,,,,1769.763819155773,1691,317,1,0.014912444166839123,4.806126594543457,75.51268768310547,2.4137110710144043,0.009900989942252636,2.41733980178833,0,403826,8.508299827575684,0.0,0.0,-4.621938228607178
207000,207000,1213547,5,,,,,0.01514006033539772,4.774041175842285,72.88175201416016,2.4048547744750977,0.009900989942252636,2.4023897647857666,-74.99258422851562,404002,8.206472396850586,0.0,0.0,-4.672966957092285
207100,207100,1213998,4,,,,,0.01543089933693409,4.728695392608643,72.52984619140625,2.379211664199829,0.009900989942252636,2.37727427482605,-73.28610229492188,404202,7.95483922958374,0.0,0.0,-4.68656587600708
,,,,1317.134271830895,1310,269,1,0.015557360835373402,4.806589603424072,76.67621612548828,2.4200611114501953,0.009900989942252636,2.416015625,-77.20954895019531,404364,8.008627891540527,0.0,0.0,-4.605588912963867
207200,207200,1214379,8,,,,,0.015616591088473797,4.875265121459961,75.36128234863281,2.4563426971435547,0.009900989942252636,2.454008102416992,0,404402,7.99357795715332,0.0,0.0,-4.65201473236084
207300,207300,1215066,6,,,,,0.015531604178249836,4.709636211395264,73.63824462890625,2.370588779449463,0.009900989942252636,2.370406150817871,-75.61459350585938,404602,7.582704544067383,0.0,0.0,-4.585302352905273
207400,207400,1215429,2,,,,,0.015450903214514256,4.7864909172058105,78.30453491210938,2.411177635192871,0.009900989942252636,2.4076619148254395,-78.91864013671875,404802,7.585055351257324,0.0,0.0,-4.7122802734375
,,,,1270.7227722105656,1240,254,1,0.015457558445632458,4.703744888305664,72.93716430664062,2.368333339691162,0.009900989942252636,2.3661386966705322,-75.7026596069336,404872,7.828485488891602,0.0,0.0,-4.78365421295166
207500,207500,1215987,8,,,,,0.015383336693048477,4.626107215881348,69.61628723144531,2.326265335083008,0.009900989942252636,2.326974868774414,0,405002,7.884842872619629,0.0,0.0,-4.698040962219238
207600,207600,1216729,6,,,,,0.015555165708065033,4.7774810791015625,73.17815399169922,2.4026551246643066,0.009900989942252636,2.404031753540039,-75.13694763183594,405202,8.667803764343262,0.0,0.0,-4.661404132843018
207700,207700,1217042,1,,,,,0.015907373279333115,4.806645393371582,69.19792175292969,2.4097037315368652,0.009900989942252636,2.409456253051758,-69.696533203125,405402,7.324445724487305,0.0,0.0,-4.7430267333984375
,,,,1638.8869778625901,1587,277,1,0.01581648737192154,4.723846435546875,71.92252349853516,2.377429246902466,0.009900989942252636,2.378307580947876,-72.17752075195312,405426,7.8045334815979,0.0,0.0,-4.710066795349121
207800,207800,1217655,3,,,,,0.01562531292438507,4.809197425842285,74.45468139648438,2.419595718383789,0.009900989942252636,2.419869899749756,0,405602,8.487741470336914,0.0,0.0,-4.645587921142578
207900,207900,1217955,3,,,,,0.015978939831256866,4.765072822570801,74.5367431640625,2.395843029022217,0.009900989942252636,2.3957791328430176,-71.58709716796875,405802,8.1192626953125,0.0,0.0,-4.627117156982422
208000,208000,1218215,1,,,,,0.015897385776042938,4.836706638336182,72.4450454711914,2.4336295127868652,0.009900989942252636,2.43595552444458,-72.6864013671875,406002,7.49677848815918,0.0,0.0,-4.511167526245117
,,,,1167.6630193812368,1167,294,1,0.015836825594305992,4.8052778244018555,72.5540771484375,2.413346529006958,0.009900989942252636,2.4117345809936523,-73.2381591796875,406014,8.008750915527344,0.0,0.0,-4.633159637451172
208100,208100,1218973,8,,,,,0.01521109789609909,4.730942726135254,73.48149108886719,2.382547378540039,0.009900989942252636,2.3825507164001465,0,406202,8.305590629577637,0.0,0.0,-4.666781425476074
208200,208200,1219747,5,,,,,0.015303113497793674,4.767473220825195,71.06993865966797,2.3978710174560547,0.009900989942252636,2.3996217250823975,-72.9957046508789,406402,8.231650352478027,0.0,0.0,-4.678450107574463
